Age,Gender,Civil Status,Religion,Educational Attainment,Barangay,Type of Current Offense,Prior Convictions,Juvenile Records,History of Incarceration,Length of Current Sentence (yrs),Time Served (yrs),Reoffense Nature,Time to Reoffend (mos),Infractions Count,Infractions Type,Jail Behavior Rating,Solitary Time (days),Jail Duties,Rehab Programs,Religious Activities,Group Recreation,Psych Assessment Result,Personality Disorders,Conflict in Jail,Impulsivity,Manipulativeness,Aggression,Remorse,Law Belief,Rehab Attitude,Gang Affiliation,Peer Influence,Friends w/ Record,Peer Type,Living Before Arrest,Education in Jail,Vocational Training,Therapy Attendance,Substance Abuse,Drug Rehab,Family Support,Family Relationship,Domestic Trauma,Marital Quality,Dependents,Family Reunification Intent,Pre-Jail Education,Job History,Income Level,Homelessness,Access to Needs,Juvenile Street Living,Release Date,Parole Status,Job After Release,NGO Support,Post-Release Housing,Post-Release Programs,Reoffend Time (mos),Reoffense Type
51,Male,Widowed,Iglesia,Elementary,Patimbao,Fraud,1 - Robbery,No,Yes,1,0.8,Same,36,4,None,Fair,20,No,No,Yes,Art Therapy,High,Antisocial,No,Low,High,Moderate,No,High,Willing,No,Yes,1,Antisocial,Homeless,Yes,No,No,Both,No,Frequent,Absent,Yes,,1,Yes,Elementary,Retail,Medium,Yes,Regular,No,10/2/2023,Completed,Unemployed,Yes,With Family,No,36,Fraud
20,Female,Single,Catholic,Elementary,Patimbao,Illegal Drugs,1 - Theft,Yes,No,13,3.8,Escalation,28,0,None,Good,8,No,No,No,Sports,Very High,Narcissistic,No,High,Low,Moderate,No,High,Willing,Yes,Yes,0,Prosocial,Alone,Yes,No,Yes,Alcohol,No,None,Absent,Yes,Good,5,Yes,Elementary,Construction,High,Yes,Regular,No,1/14/2021,Completed,Unemployed,Yes,With Family,No,28,Illegal Drugs
54,Male,Single,Iglesia,Vocational,Calios,Theft,3 - Robbery,No,Yes,4,3.6,Escalation,10,4,Fighting,Good,10,No,No,No,None,Very High,Narcissistic,Yes,Moderate,Moderate,Low,Some,Low,Cooperative,No,Yes,0,Prosocial,Alone,Yes,No,Yes,Alcohol,Yes,Frequent,Strong,No,Good,0,Yes,Vocational,Unemployed,Medium,No,Regular,No,3/27/2023,None,Employed,No,Renting,Yes,10,Theft
61,Female,Separated,Christian,Vocational,San Juan,Fraud,3 - Robbery,No,No,7,3.9,None,,1,Contraband,Poor,27,Yes,No,No,Art Therapy,Low,None,Yes,High,Low,Low,Yes,High,Cooperative,Yes,No,4,Prosocial,With Family,No,Yes,No,Both,Yes,Occasional,Strong,Yes,,0,No,Vocational,Clerk,Medium,Yes,None,Yes,8/6/2024,None,Employed,Yes,With Family,No,,
23,Female,Married,None,Graduate,Malinao,Fraud,0 - Estafa,Yes,Yes,6,4.5,None,,3,None,Good,21,Yes,Yes,Yes,Art Therapy,Low,Schizoid,Yes,Moderate,Low,Moderate,No,Low,Willing,Yes,No,3,Antisocial,Homeless,No,Yes,No,Both,Yes,Occasional,Absent,No,Good,5,No,Graduate,Retail,High,Yes,Regular,No,4/1/2022,None,Unemployed,No,Homeless,No,,
40,Female,Separated,Catholic,High School,Calios,Estafa,1 - Homicide,Yes,No,11,9.2,Same,3,0,None,Fair,12,No,Yes,Yes,None,Moderate,None,No,Moderate,High,Moderate,No,Low,Resistant,Yes,Yes,1,Prosocial,With Peers,Yes,Yes,No,None,Yes,Occasional,Strong,Yes,,1,No,High School,Unemployed,Medium,Yes,None,Yes,7/22/2024,None,Unemployed,No,Renting,Yes,3,Estafa
58,Female,Widowed,Christian,High School,Aplaya,Estafa,2 - Robbery,Yes,No,1,1,None,,2,Fighting,Fair,18,Yes,No,Yes,Art Therapy,Very High,Antisocial,No,Moderate,High,Low,No,Moderate,Willing,No,Yes,3,Prosocial,With Peers,Yes,No,Yes,Both,Yes,Frequent,Strained,Yes,,3,No,High School,Retail,None,Yes,Irregular,Yes,8/17/2020,None,Employed,No,Renting,Yes,,
43,Male,Widowed,Iglesia,None,Jasaan,Assault,2 - Homicide,Yes,Yes,2,0.6,None,,0,Verbal Threats,Fair,1,No,No,No,None,Low,Antisocial,Yes,High,High,Low,Yes,Moderate,Cooperative,Yes,Yes,5,Antisocial,Homeless,Yes,Yes,Yes,Alcohol,No,Frequent,Absent,No,,5,Yes,None,Retail,Low,Yes,Irregular,Yes,11/13/2024,Parole,Unemployed,No,Renting,No,,
54,Male,Widowed,Muslim,Vocational,Jasaan,Robbery,3 - Illegal Drugs,No,Yes,9,4.9,Escalation,3,3,None,Fair,8,Yes,Yes,No,None,Very High,BPD,Yes,Moderate,Low,High,Yes,Moderate,Cooperative,No,No,3,Antisocial,With Peers,Yes,Yes,No,Both,Yes,Occasional,Absent,Yes,Poor,4,No,Vocational,Factory,Low,Yes,Regular,No,4/9/2022,Parole,Unemployed,Yes,Renting,No,3,Robbery
24,Female,Widowed,Iglesia,Graduate,Gatmaitan,Estafa,1 - Homicide,No,No,8,3.8,None,,4,Contraband,Fair,27,Yes,Yes,No,Art Therapy,Moderate,Narcissistic,No,Moderate,Low,Moderate,Some,Low,Willing,Yes,No,2,Prosocial,With Peers,No,Yes,Yes,None,Yes,None,Strained,No,,1,No,Graduate,Clerk,High,No,Regular,Yes,4/13/2022,None,Employed,No,Halfway House,No,,
49,Male,Single,Muslim,College,Labuin,Theft,0 - Theft,No,Yes,13,12.2,Escalation,30,5,Verbal Threats,Fair,26,Yes,No,No,Sports,Low,Narcissistic,No,High,High,Moderate,Some,High,Cooperative,No,No,1,Antisocial,Homeless,Yes,Yes,Yes,Alcohol,No,Frequent,Strained,No,Good,5,Yes,College,Unemployed,Medium,No,None,No,5/12/2021,None,Unemployed,Yes,Halfway House,No,30,Theft
21,Female,Married,Iglesia,Vocational,Jasaan,Illegal Drugs,1 - Assault,Yes,Yes,12,10.5,None,,5,None,Fair,29,Yes,Yes,Yes,Art Therapy,Low,Narcissistic,No,Low,Low,Low,Yes,Moderate,Cooperative,Yes,Yes,2,Prosocial,Alone,Yes,No,No,None,No,None,Strong,No,Good,1,Yes,Vocational,Clerk,None,Yes,None,Yes,7/4/2020,Parole,Unemployed,Yes,Halfway House,Yes,,
35,Male,Married,Iglesia,None,Calios,Homicide,2 - Assault,No,Yes,8,4.9,Same,31,0,Fighting,Good,28,No,No,Yes,None,Very High,Schizoid,Yes,Moderate,Moderate,High,Some,Low,Cooperative,Yes,No,5,Prosocial,With Peers,No,Yes,Yes,Drugs,Yes,Occasional,Strained,Yes,Good,4,No,None,Retail,None,No,Regular,Yes,7/25/2022,Parole,Employed,No,Renting,No,31,Homicide
57,Female,Married,Muslim,High School,San Pablo Norte,Robbery,2 - Robbery,Yes,No,6,5.5,Same,16,5,Contraband,Fair,14,No,No,Yes,Art Therapy,Very High,None,No,High,Low,Low,No,Low,Resistant,Yes,No,3,Antisocial,Homeless,No,No,Yes,Drugs,No,Occasional,Strained,No,Poor,5,No,High School,Odd Jobs,Medium,No,None,Yes,5/9/2023,Parole,Unemployed,Yes,Halfway House,Yes,16,Robbery
37,Female,Widowed,Christian,High School,Santo Angel,Theft,2 - Fraud,No,Yes,11,8.7,Same,4,0,Verbal Threats,Poor,27,No,Yes,No,Art Therapy,Very High,Antisocial,Yes,Low,High,Moderate,No,Moderate,Willing,Yes,No,5,Prosocial,With Peers,Yes,No,Yes,Alcohol,Yes,Occasional,Strained,Yes,,5,Yes,High School,Unemployed,Medium,No,Regular,Yes,1/24/2020,Parole,Unemployed,No,Homeless,Yes,4,Theft
26,Male,Single,Iglesia,High School,Gatmaitan,Homicide,0 - Fraud,Yes,No,15,7.9,Escalation,4,1,Contraband,Good,20,No,Yes,Yes,Art Therapy,Very High,Narcissistic,No,Low,Low,Moderate,Some,Moderate,Willing,No,Yes,1,Antisocial,Homeless,No,No,Yes,Both,Yes,Occasional,Absent,No,Good,0,Yes,High School,Retail,None,Yes,None,No,12/26/2023,Parole,Employed,Yes,Homeless,Yes,4,Homicide
54,Male,Married,Catholic,Vocational,San Juan,Estafa,1 - Estafa,Yes,No,9,7.1,Escalation,4,5,Fighting,Poor,6,No,No,No,Art Therapy,Moderate,Narcissistic,No,High,Moderate,High,No,High,Resistant,No,No,1,Antisocial,With Peers,No,Yes,No,Drugs,Yes,None,Absent,No,Poor,3,No,Vocational,Factory,Medium,No,Regular,No,6/25/2023,Parole,Unemployed,Yes,Halfway House,Yes,4,Estafa
55,Male,Separated,Iglesia,None,Jasaan,Homicide,0 - Homicide,Yes,Yes,12,3.5,Escalation,33,5,None,Good,8,Yes,Yes,No,None,High,Schizoid,No,Moderate,Moderate,High,No,Low,Resistant,No,Yes,0,Prosocial,With Family,No,Yes,No,Alcohol,No,Frequent,Strong,Yes,Poor,1,Yes,None,Construction,Low,No,Irregular,No,11/16/2023,Completed,Unemployed,Yes,Halfway House,Yes,33,Homicide
44,Male,Separated,Muslim,Graduate,Alipit,Fraud,0 - Estafa,Yes,Yes,14,1.3,None,,5,Verbal Threats,Fair,14,Yes,Yes,No,Art Therapy,Moderate,Antisocial,No,Moderate,High,Low,No,High,Cooperative,No,No,5,Prosocial,Homeless,Yes,No,No,None,Yes,Frequent,Strained,Yes,Good,1,No,Graduate,Odd Jobs,Medium,Yes,Irregular,No,11/2/2023,Parole,Employed,No,With Family,Yes,,
36,Female,Widowed,Iglesia,None,Aplaya,Homicide,3 - Homicide,Yes,Yes,10,8.6,None,,1,Contraband,Poor,2,No,Yes,No,None,Moderate,Schizoid,No,Moderate,Moderate,High,Some,Low,Cooperative,Yes,Yes,1,Antisocial,With Family,Yes,Yes,No,Alcohol,Yes,Frequent,Absent,No,,3,No,None,Unemployed,Medium,Yes,None,Yes,4/21/2020,Completed,Employed,No,With Family,No,,
39,Male,Married,Iglesia,Graduate,Alipit,Homicide,3 - Fraud,Yes,No,9,2.6,None,,3,Verbal Threats,Fair,4,No,Yes,No,None,Low,Antisocial,Yes,Low,Moderate,Moderate,No,High,Cooperative,No,Yes,0,Prosocial,With Family,No,Yes,No,Drugs,No,Frequent,Absent,Yes,,5,No,Graduate,Retail,High,Yes,None,Yes,5/4/2022,Completed,Employed,No,With Family,Yes,,
32,Male,Married,Christian,High School,Jasaan,Assault,1 - Assault,No,Yes,2,1.9,None,,2,None,Fair,3,Yes,No,Yes,Sports,Low,Narcissistic,Yes,Moderate,High,High,Yes,Moderate,Resistant,Yes,No,4,Antisocial,Homeless,No,Yes,Yes,Both,No,None,Strained,No,,4,No,High School,Factory,Medium,Yes,Regular,Yes,10/25/2023,Parole,Employed,Yes,Homeless,Yes,,
65,Female,Single,None,Graduate,Santo Angel,Illegal Drugs,1 - Illegal Drugs,Yes,Yes,3,2.7,Escalation,19,4,Contraband,Poor,26,Yes,No,Yes,None,Very High,Schizoid,Yes,Moderate,Moderate,High,Some,Moderate,Cooperative,Yes,No,1,Prosocial,With Family,Yes,Yes,No,Alcohol,Yes,Occasional,Strong,No,Good,5,Yes,Graduate,Factory,Low,Yes,Regular,No,11/9/2023,Parole,Unemployed,Yes,Renting,Yes,19,Illegal Drugs
48,Female,Widowed,Catholic,Graduate,Labuin,Theft,1 - Assault,Yes,No,9,1.1,None,,0,None,Good,18,No,No,Yes,None,High,Antisocial,Yes,Moderate,High,Moderate,Yes,Moderate,Resistant,No,No,4,Antisocial,Homeless,Yes,No,Yes,Both,Yes,None,Strained,No,,0,Yes,Graduate,Factory,Medium,Yes,None,Yes,9/10/2023,None,Employed,No,Renting,Yes,,
23,Male,Single,Iglesia,High School,San Pablo Norte,Theft,1 - Homicide,No,No,10,2.3,Escalation,9,3,Fighting,Good,21,Yes,No,No,None,Low,Antisocial,No,Low,Low,High,Yes,Low,Willing,Yes,No,2,Prosocial,Alone,No,No,No,Both,No,Occasional,Strong,Yes,Good,4,No,High School,Unemployed,None,No,Regular,Yes,5/26/2021,None,Unemployed,Yes,Homeless,No,9,Theft
36,Male,Married,Muslim,None,Pagsawitan,Illegal Drugs,3 - Assault,Yes,No,3,0.6,None,,4,None,Poor,10,No,No,Yes,None,Moderate,Antisocial,Yes,Moderate,High,High,No,Low,Cooperative,Yes,Yes,2,Antisocial,With Family,No,No,No,None,No,None,Absent,No,Good,4,Yes,None,Clerk,Medium,No,None,Yes,2/16/2020,None,Unemployed,Yes,With Family,No,,
63,Female,Single,Iglesia,Vocational,Aplaya,Illegal Drugs,3 - Illegal Drugs,No,No,12,7.8,None,,0,None,Poor,10,Yes,No,No,Art Therapy,Moderate,None,No,High,Low,High,No,Moderate,Cooperative,Yes,No,2,Prosocial,With Family,No,No,Yes,None,Yes,Frequent,Strained,Yes,,0,No,Vocational,Clerk,Low,Yes,Irregular,No,9/22/2022,Completed,Unemployed,Yes,With Family,No,,
56,Female,Widowed,None,Graduate,Patimbao,Estafa,3 - Assault,Yes,No,7,1.4,None,,4,Contraband,Fair,21,No,Yes,Yes,Art Therapy,High,Schizoid,Yes,Moderate,Low,Low,Some,Moderate,Willing,No,Yes,3,Prosocial,With Family,Yes,Yes,No,Alcohol,No,Occasional,Strained,Yes,Good,2,No,Graduate,Unemployed,Low,No,Regular,No,1/11/2020,Completed,Unemployed,No,Renting,No,,
59,Female,Separated,Muslim,Vocational,Santo Angel,Homicide,0 - Robbery,Yes,Yes,15,13.5,None,,0,None,Good,6,Yes,Yes,No,Art Therapy,High,Antisocial,Yes,Moderate,Low,Moderate,No,High,Resistant,No,Yes,3,Prosocial,Homeless,No,No,Yes,Both,No,None,Strained,No,Good,5,Yes,Vocational,Odd Jobs,Low,No,Irregular,No,12/19/2024,Completed,Employed,No,Renting,No,,
43,Male,Separated,None,Vocational,Taytay,Theft,0 - Theft,No,Yes,6,3.8,Escalation,31,5,Contraband,Good,3,Yes,Yes,Yes,None,Very High,BPD,Yes,High,High,Low,Some,High,Willing,Yes,No,4,Antisocial,With Family,Yes,Yes,Yes,None,Yes,Frequent,Strong,Yes,Poor,0,No,Vocational,Retail,None,Yes,Irregular,No,3/27/2023,Parole,Unemployed,No,With Family,No,31,Theft
42,Male,Single,None,Vocational,Aplaya,Assault,0 - Assault,Yes,No,11,0.7,Escalation,15,2,None,Fair,10,Yes,Yes,No,Sports,Moderate,Narcissistic,Yes,Low,Low,High,No,High,Cooperative,Yes,No,2,Antisocial,With Family,Yes,Yes,Yes,Drugs,No,Occasional,Strained,Yes,Good,3,Yes,Vocational,Construction,High,No,None,No,4/2/2021,Completed,Employed,No,Halfway House,No,15,Assault
19,Female,Widowed,Iglesia,Graduate,San Pablo Norte,Robbery,3 - Illegal Drugs,Yes,Yes,5,0.7,Same,14,0,None,Fair,1,No,No,No,Art Therapy,Moderate,BPD,Yes,Moderate,Moderate,High,No,High,Willing,Yes,No,3,Prosocial,With Peers,Yes,Yes,Yes,Drugs,No,Occasional,Strong,Yes,,5,Yes,Graduate,Clerk,Low,No,None,Yes,2/18/2022,None,Unemployed,No,Halfway House,No,14,Robbery
29,Female,Widowed,Iglesia,Graduate,Alipit,Fraud,2 - Homicide,No,Yes,10,0.7,None,,0,Contraband,Good,27,Yes,No,No,None,Low,Antisocial,Yes,Low,High,Low,Yes,Moderate,Willing,No,Yes,1,Prosocial,Alone,Yes,Yes,No,Both,No,None,Strained,Yes,Poor,5,Yes,Graduate,Unemployed,Medium,Yes,Irregular,No,8/15/2021,Parole,Employed,Yes,Homeless,Yes,,
60,Male,Single,Christian,High School,Calios,Assault,2 - Illegal Drugs,Yes,Yes,11,10.5,Same,31,3,None,Fair,18,No,Yes,Yes,None,High,BPD,Yes,High,Moderate,Low,No,Moderate,Cooperative,Yes,Yes,4,Antisocial,Alone,No,Yes,No,Alcohol,No,Frequent,Strained,No,,1,Yes,High School,Construction,High,Yes,Regular,No,9/20/2024,Parole,Employed,No,Renting,No,31,Assault
59,Male,Married,Catholic,Vocational,Patimbao,Assault,0 - Theft,Yes,Yes,3,2.5,None,,0,Fighting,Fair,13,No,No,No,Art Therapy,High,None,No,High,Low,High,Yes,High,Resistant,Yes,Yes,5,Antisocial,With Peers,Yes,No,No,None,No,Occasional,Strained,No,,0,No,Vocational,Odd Jobs,Low,Yes,None,No,5/21/2024,Parole,Unemployed,No,With Family,Yes,,
37,Male,Single,Muslim,High School,Aplaya,Robbery,3 - Estafa,Yes,No,10,2.2,None,,2,None,Good,0,No,No,Yes,Art Therapy,Moderate,Schizoid,No,High,Low,Low,No,Low,Resistant,Yes,No,5,Antisocial,Homeless,No,Yes,No,Both,No,None,Strong,Yes,Poor,5,Yes,High School,Unemployed,High,No,None,Yes,2/11/2024,Parole,Employed,No,With Family,Yes,,
39,Male,Single,None,Graduate,Malinao,Fraud,1 - Fraud,Yes,No,8,4.8,Escalation,21,1,None,Fair,18,Yes,Yes,No,Sports,High,Schizoid,Yes,High,Moderate,High,Yes,High,Willing,Yes,Yes,5,Prosocial,With Family,Yes,Yes,Yes,None,Yes,Frequent,Absent,Yes,,3,No,Graduate,Odd Jobs,Medium,No,Regular,Yes,1/19/2023,Parole,Unemployed,Yes,With Family,Yes,21,Fraud
37,Female,Separated,Muslim,College,Labuin,Theft,2 - Estafa,No,Yes,8,6.1,None,,3,Fighting,Good,10,Yes,Yes,No,Art Therapy,High,None,Yes,Moderate,High,Low,No,High,Willing,Yes,No,5,Antisocial,Alone,No,Yes,No,Drugs,No,Frequent,Strained,Yes,,0,No,College,Factory,None,No,Irregular,Yes,6/27/2020,Completed,Unemployed,No,Homeless,No,,
38,Male,Separated,None,None,Patimbao,Theft,3 - Illegal Drugs,Yes,No,13,6.3,Escalation,18,5,None,Poor,21,Yes,Yes,No,Sports,High,Schizoid,Yes,High,Moderate,High,Yes,Low,Resistant,No,Yes,3,Prosocial,Homeless,No,No,Yes,None,No,Frequent,Absent,No,Poor,3,Yes,None,Unemployed,None,No,Regular,No,12/4/2021,Parole,Unemployed,Yes,Homeless,No,18,Theft
39,Female,Separated,Muslim,College,Alipit,Robbery,2 - Homicide,No,Yes,11,7.7,None,,4,Contraband,Poor,24,Yes,Yes,Yes,Art Therapy,Very High,Antisocial,No,High,Moderate,Moderate,No,Moderate,Cooperative,No,No,0,Antisocial,Alone,Yes,Yes,No,Alcohol,Yes,None,Absent,No,Poor,5,No,College,Retail,Medium,No,Regular,Yes,10/16/2021,None,Employed,No,With Family,No,,
65,Male,Separated,Catholic,Vocational,Calios,Estafa,3 - Theft,No,Yes,13,11.8,Same,7,4,Verbal Threats,Poor,13,Yes,Yes,No,Art Therapy,Moderate,None,Yes,Moderate,Low,High,Yes,Low,Willing,Yes,Yes,3,Prosocial,With Family,No,Yes,Yes,Both,Yes,Frequent,Strained,Yes,,4,Yes,Vocational,Unemployed,None,No,Irregular,Yes,8/5/2020,Parole,Unemployed,Yes,Halfway House,No,7,Estafa
25,Male,Married,Catholic,High School,Santo Angel,Theft,1 - Theft,Yes,No,1,0.7,Same,25,4,Verbal Threats,Good,28,Yes,No,Yes,Sports,High,None,No,Moderate,Low,Low,No,Moderate,Resistant,No,No,0,Antisocial,Homeless,Yes,No,No,Drugs,No,None,Strained,No,Good,5,Yes,High School,Odd Jobs,Medium,Yes,Irregular,Yes,11/10/2022,None,Employed,Yes,With Family,Yes,25,Theft
53,Female,Separated,Muslim,Vocational,Jasaan,Estafa,0 - Estafa,No,No,2,1.2,None,,0,Fighting,Poor,27,No,Yes,Yes,Art Therapy,Low,None,No,Moderate,Low,Moderate,Yes,Low,Willing,Yes,Yes,1,Prosocial,With Family,No,Yes,No,Alcohol,Yes,None,Absent,Yes,,1,No,Vocational,Factory,Medium,Yes,Regular,Yes,5/4/2020,None,Unemployed,Yes,With Family,No,,
59,Male,Widowed,Catholic,Graduate,Labuin,Theft,1 - Theft,No,Yes,6,0.8,None,,4,Verbal Threats,Fair,30,No,No,No,Art Therapy,Low,Schizoid,No,Low,Low,Moderate,Yes,Moderate,Cooperative,No,Yes,2,Antisocial,Alone,Yes,No,No,None,Yes,None,Absent,Yes,,2,Yes,Graduate,Retail,High,No,None,Yes,3/27/2021,Parole,Unemployed,No,Halfway House,Yes,,
62,Male,Widowed,Christian,College,Malinao,Homicide,0 - Fraud,No,No,10,6.6,None,,2,Contraband,Good,16,No,Yes,No,Sports,Low,Narcissistic,No,Moderate,Moderate,Low,Yes,Moderate,Willing,No,No,0,Antisocial,Homeless,No,Yes,No,Both,Yes,Frequent,Strained,Yes,Poor,4,Yes,College,Odd Jobs,Medium,Yes,None,Yes,5/7/2024,Completed,Unemployed,Yes,Homeless,No,,
60,Female,Widowed,Catholic,Elementary,Aplaya,Assault,0 - Illegal Drugs,No,Yes,7,6,Escalation,24,4,Contraband,Poor,5,No,No,Yes,None,Very High,Schizoid,Yes,Low,Moderate,High,No,Low,Willing,No,No,4,Antisocial,Homeless,Yes,Yes,No,Both,Yes,Frequent,Strong,Yes,,1,No,Elementary,Unemployed,Low,Yes,None,No,10/23/2022,Completed,Employed,No,Homeless,Yes,24,Assault
22,Male,Widowed,Christian,College,Patimbao,Homicide,3 - Estafa,No,Yes,4,3.1,None,,2,None,Good,5,Yes,No,No,None,High,None,Yes,Low,High,High,No,Moderate,Resistant,No,Yes,1,Prosocial,With Family,Yes,Yes,No,Both,Yes,Frequent,Absent,No,Poor,2,Yes,College,Odd Jobs,Medium,Yes,Regular,Yes,6/16/2024,None,Employed,No,Renting,No,,
48,Female,Widowed,Muslim,College,San Juan,Estafa,1 - Homicide,No,No,2,1.7,Escalation,29,3,Fighting,Fair,0,No,Yes,Yes,Art Therapy,Low,None,No,Moderate,High,Moderate,Yes,Low,Willing,No,No,2,Prosocial,Alone,Yes,Yes,Yes,Drugs,Yes,Frequent,Strained,Yes,Poor,0,No,College,Clerk,Medium,Yes,Regular,No,1/17/2023,None,Employed,No,With Family,Yes,29,Estafa
23,Female,Widowed,None,College,Santo Angel,Homicide,2 - Assault,No,No,5,2.4,Escalation,10,1,Verbal Threats,Good,8,Yes,No,Yes,Art Therapy,Moderate,Schizoid,No,Moderate,High,Moderate,Some,Moderate,Willing,Yes,Yes,4,Prosocial,Homeless,No,Yes,Yes,Drugs,No,Occasional,Strong,Yes,Poor,3,Yes,College,Clerk,Medium,Yes,None,Yes,12/1/2024,Parole,Unemployed,Yes,Homeless,No,10,Homicide
47,Female,Separated,Catholic,College,Labuin,Theft,1 - Robbery,No,Yes,1,0.6,Same,23,0,Fighting,Good,21,No,No,Yes,Sports,Low,Narcissistic,Yes,Low,High,Moderate,No,High,Resistant,Yes,No,5,Prosocial,With Family,Yes,No,No,Drugs,No,Frequent,Strained,Yes,Poor,3,Yes,College,Unemployed,Medium,No,None,No,4/23/2024,Parole,Employed,Yes,With Family,No,23,Theft
29,Female,Married,None,Vocational,Aplaya,Assault,2 - Assault,No,Yes,13,12,None,,3,None,Poor,3,Yes,Yes,No,Sports,Moderate,None,No,Moderate,Low,High,No,High,Cooperative,No,No,3,Antisocial,With Peers,No,No,Yes,Both,Yes,Occasional,Absent,No,,0,Yes,Vocational,Construction,None,Yes,Regular,No,4/15/2023,Parole,Employed,No,Renting,No,,
22,Male,Separated,Muslim,None,Bagumbayan,Homicide,2 - Fraud,No,Yes,13,8.2,Escalation,24,5,Contraband,Poor,6,Yes,Yes,No,Art Therapy,Very High,Narcissistic,Yes,High,Low,Low,No,Low,Resistant,Yes,No,2,Prosocial,With Family,No,No,No,Alcohol,No,None,Strained,Yes,Poor,1,Yes,None,Unemployed,Medium,No,Irregular,Yes,3/12/2020,None,Unemployed,Yes,Homeless,Yes,24,Homicide
51,Female,Married,Muslim,Graduate,Santo Angel,Assault,2 - Robbery,No,No,8,2.8,Escalation,13,4,None,Poor,23,Yes,Yes,Yes,Sports,Very High,BPD,No,Moderate,High,Moderate,Yes,Moderate,Resistant,No,No,5,Prosocial,Alone,Yes,No,Yes,Drugs,No,None,Strained,No,Good,1,Yes,Graduate,Retail,Low,No,Irregular,No,9/24/2020,Completed,Unemployed,Yes,Halfway House,Yes,13,Assault
55,Male,Married,Muslim,Graduate,Patimbao,Robbery,1 - Estafa,Yes,Yes,6,0.9,None,,5,Verbal Threats,Good,10,Yes,Yes,No,Art Therapy,Very High,Antisocial,No,High,High,High,Some,Low,Cooperative,Yes,Yes,1,Antisocial,With Peers,Yes,Yes,Yes,None,No,Frequent,Absent,No,Good,4,No,Graduate,Clerk,Medium,Yes,Irregular,No,3/6/2023,Parole,Employed,Yes,Homeless,Yes,,
21,Female,Widowed,Muslim,College,Aplaya,Robbery,2 - Theft,No,Yes,1,0.6,Escalation,34,2,Fighting,Fair,1,No,No,No,Sports,Moderate,BPD,Yes,High,Low,High,No,High,Resistant,No,Yes,1,Prosocial,With Peers,Yes,No,Yes,None,Yes,None,Strong,No,Poor,0,Yes,College,Odd Jobs,Medium,Yes,Regular,No,11/21/2023,Parole,Unemployed,No,Halfway House,No,34,Robbery
59,Female,Single,None,None,Jasaan,Fraud,2 - Fraud,Yes,Yes,4,2.4,None,,3,Fighting,Good,29,Yes,Yes,No,None,Low,Schizoid,Yes,High,Moderate,Moderate,No,Moderate,Cooperative,No,No,3,Antisocial,Alone,Yes,Yes,No,Drugs,No,Occasional,Strong,Yes,,1,No,None,Unemployed,Low,No,Regular,Yes,3/11/2023,Parole,Employed,No,With Family,Yes,,
26,Female,Single,Christian,High School,Taytay,Illegal Drugs,3 - Homicide,No,Yes,9,5,None,,3,None,Fair,10,No,Yes,Yes,Art Therapy,High,None,No,High,Low,High,No,High,Cooperative,Yes,Yes,3,Antisocial,Alone,Yes,Yes,No,Both,Yes,Occasional,Strong,No,Good,4,No,High School,Construction,High,Yes,None,Yes,4/12/2021,Completed,Unemployed,Yes,Homeless,Yes,,
64,Male,Separated,Catholic,College,Palasan,Robbery,3 - Fraud,No,No,9,6,None,,1,None,Good,14,No,Yes,Yes,None,Very High,Narcissistic,Yes,High,High,High,No,Low,Willing,No,No,0,Prosocial,Homeless,No,No,Yes,None,No,Occasional,Strained,Yes,Poor,5,Yes,College,Factory,High,Yes,None,Yes,1/15/2020,None,Employed,Yes,Renting,No,,
59,Female,Married,None,Vocational,Bagumbayan,Illegal Drugs,0 - Assault,Yes,No,11,3.2,Same,1,5,Contraband,Fair,18,Yes,Yes,No,Art Therapy,High,None,No,High,Low,Low,Yes,Moderate,Willing,Yes,Yes,2,Prosocial,Alone,No,No,No,Drugs,Yes,Occasional,Absent,No,,1,Yes,Vocational,Clerk,None,No,Irregular,Yes,11/17/2023,None,Unemployed,Yes,Halfway House,No,1,Illegal Drugs
20,Female,Widowed,None,Graduate,San Pablo Norte,Estafa,2 - Robbery,Yes,No,5,2.6,None,,0,Contraband,Poor,17,Yes,Yes,No,Art Therapy,Low,BPD,No,High,High,High,Yes,Low,Willing,No,No,2,Antisocial,Alone,Yes,Yes,No,None,Yes,None,Absent,No,Poor,2,No,Graduate,Retail,Low,Yes,None,No,8/10/2021,Parole,Unemployed,Yes,Renting,No,,
34,Female,Widowed,Catholic,College,Gatmaitan,Homicide,3 - Theft,No,Yes,2,1.8,Same,11,3,Fighting,Fair,1,No,No,No,None,Low,None,Yes,Moderate,High,Moderate,Some,High,Cooperative,Yes,Yes,4,Antisocial,With Family,No,No,No,Alcohol,No,Occasional,Absent,Yes,,2,No,College,Odd Jobs,None,Yes,Irregular,No,1/1/2020,Parole,Employed,No,Homeless,No,11,Homicide
36,Female,Single,None,High School,Gatmaitan,Fraud,1 - Robbery,Yes,Yes,15,10.8,Escalation,8,2,None,Fair,15,No,No,Yes,Sports,Very High,None,No,Moderate,Moderate,Moderate,Some,Low,Resistant,Yes,Yes,5,Prosocial,With Family,No,No,Yes,Alcohol,No,None,Strained,No,Good,5,No,High School,Clerk,Medium,No,Irregular,No,2/24/2023,Parole,Unemployed,No,Halfway House,Yes,8,Fraud
